Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
30,Calvert,"More solar farms or more bioenergy crops? Mapping and assessing potential land-use conflicts among renewable energy technologies in eastern Ontario, Canada et al.",,2015,"Renewable energy systems are land intensive at local scales. Appropriate siting can help to mitigate the extent to which RE implementation compromises existing land-based economies and ecosystem services. As such, an integrated approach to land-use and energy planning, or land-energy planning, can help to ensure that RE technologies can be intensively implemented while minimizing negative impacts. Requisite to the development of such plans is (a) estimating total land availability on which technologies capable of supporting RE production functions after considering various socio-political, economic and ecological constraints; (b) identifying potential sources of conflict among multiple RE options; and (c) assessing the trade-offs associated with allocating this land toward one energy system and not another. The purpose of this paper is to address these issues at a regional-scale in the context of intensifying solar and bioenergy production. A methodology is developed from which to (a) locate land that is most likely to support both dedicated bioenergy feedstock and solar photovoltaic (PV) production in an area; (b) identify the point at which mutual land must be used in order to achieve their market potential; and (c) estimate and evaluate trade-offs associated with choosing one system over another at mutual land, in this case total potential electricity production and energy density (MWh/ha), in the context of regional energy needs and existing renewable electricity assets. Mutual land is located through GIS-based land-suitability modeling and map overlay techniques. Comparisons of production potential and land-use efficiency are made for a range of fixed-axis solar PV technologies against two short rotation woody coppice systems (poplar; willow) and two perennial grass systems (switch grass; miscanthus). Rooftop space is found to be sufficient to provide the land area required for solar PV to meet mid-day regional electricity requirements. If all mutual land in the region were allocated toward dedicated bioenergy crops instead of solar PV systems, (a) a 100 per cent renewable electricity system is within the limits of technical feasibility, even in the absence of large-scale storage systems; and/or (b) bioelectricity systems could provide back-up electricity for rooftop solar PV systems. The policy implications of these findings are discussed. (C) 2014 Elsevier Ltd. All rights reserved.",no,0.95,renewable energy land-use
31,McEwan,"Past, present and future of industrial plantation forestry and implication on future timber harvesting technology et al.",,2020,"Plantation forests are established, and expanding, to satisfy increasing global demand for timber products. Shifting societal values, such as safety, productivity, environmental, quality and social are influencing the plantation forestry sector. This is primarily driven through an ever increasing world population, which in turn influences the way nations view the value systems by which they live. More people require more resources-also forest products. Also, the availability of information is influencing the pace of technological development. These changes could result in a difference in the management of plantations that could affect the forest engineering systems of the future. This review aimed to summarize the current status of plantation forests; summarize future developments and possible scenarios in forest plantation management for the various products; and assess whether these developments in a plantation environment could affect the harvesting systems used. Factors influencing the form of plantations include the type and nature of the plantation owner; the change in demand for different and new forest products; climate change factors, including the use of biomass for energy, carbon sequestration and trading; ecosystem services and other products and services; and sustainability certification of forest management. The impact and influence of these factors were summarised into a series of key drivers that will influence the technology used in harvesting machines, as well as the choice of harvesting machines, systems and methods. These drivers were the effect of variations in tree size, the expansion of plantation areas onto more difficult terrain, diversity in plantation design, increased attention towards site impacts and the increased use of biomass for energy. Specific information is provided regarding how the harvesting systems could be affected.",no,0.9,plantation forestry management
32,Sanford,Comparative productivity of alternative cellulosic bioenergy cropping systems in the North Central USA et al.,,2016,"Biofuels from lignocellulosic feedstocks have the potential to improve a wide range of ecosystem services while simultaneously reducing dependence on fossil fuels. Here, we report on the six-year production potential (above ground net primary production, ANPP), post-frost harvested biomass (yield), and gross harvest efficiency (GHE = yield/ANPP) of seven model bioenergy cropping systems in both southcentral Wisconsin (ARL) and southwest Michigan (KBS). The cropping systems studied were continuous corn (Zen mays L), switchgrass (Panicum virgaturn L), giant miscanthus (Miscanthus x giganteus Greef&Deuter ex Hodkinson & Renvoize), hybrid poplar (Populus nigra x P. maximowiczii A. Henry 'NM6'), a native grass mixture (5 sown species), an early successional community, and a restored prairie (18 sown species). Overall the most productive cropping systems were corn > giant miscanthus > and switchgrass, which Were significantly more productive than native grasses approximate to restored prairie approximate to early successionalse and hybrid poplar, although some systems (e.g. hybrid poplar) differed significantly by location. Highest total ANPP was observed in giant miscanthus (35.2 +/- 2.0 Mg ha(-1) yr(-1)) at KBS during the sixth growing season. Six-year cumulative biomass yield from hybrid poplar at KBS (55.4 +/- 1.3 Mg ha(-1)) was high but significantly lower than corn and giant miscanthus (65.5 +/- 1.5, 65.2 +/- 5.5 Mg ha(-1), respectively). Hypothesized yield advantages of diversity in perennial cropping systems were not observed during this period. Harvested biomass yields were 60, 56, and 44% of ANPP for corn, perennial grass, and restored prairie, respectively, suggesting that relatively simple changes in agronomic management (e.g. harvest timing and harvest equipment modification) may provide significant gains in bioenergy crop yields. Species composition was an important determinant of GHE in more diverse systems. Results show that well-established, dedicated bioenergy crops are capable of producing as much biomass as corn stover, but with fewer inputs. (C) 2015 Elsevier B.V. All rights reserved.",no,0.9,bioenergy crops
33,Buonocore,Integrating life cycle assessment and emergy synthesis for the evaluation of a dry steam geothermal power plant in Italy et al.,,2015,"Greenhouse gas emissions, climate change and the rising energy demand are currently seen as most crucial environmental concerns. With the exploration of renewable energy sources to meet the challenges of energy security and climate change, geothermal energy is expected to play an important role.In this study a LCA (Life Cycle Assessment) and an EMA (Emergy Assessment) of a 20 MW dry steam geothermal power plant located in the Tuscany Region (Italy) are performed and discussed. The plant is able to produce electricity by utilizing locally available renewable resources together with a moderate support by non-renewable resources. This makes the geothermal source eligible to produce renewable electricity. However, the direct utilization of the geothermal fluid generates the release into the atmosphere of carbon dioxide, hydrogen sulfide, mercury, arsenic and other chemicals that highly contribute to climate change, acidification potential, eutrophication potential, human toxicity and photochemical oxidation.The study aims to understand to what extent the geothermal power plant is environmentally sound, in spite of claims by local populations, and if there are steps and/or components that require further attention. The application of the Emergy Synthesis method provides a complementary perspective to LCA, by highlighting the direct and indirect contribution in terms of natural capital and ecosystem services to the power plant construction and operation.The environmental impacts of the geothermal power plant are also compared to those of renewable and fossil-based power plants. The release of CO2-eq calculated for the investigated geothermal plant (248 g kWh(-1)) is lower than fossil fuel based power plants but still higher than renewable technologies like solar photovoltaic and hydropower plant. Moreover, the SO(2-)eq release associated to the geothermal power plant (3.37 g kWh(-1)) is comparable with fossil fuel based power plants.Results suggest the need for further investigation of other geothermal options (e.g. binary systems) in order to reduce the environmental impacts while taking the maximum advantage of the geothermal resource. (C) 2015 Elsevier Ltd. All rights reserved.",no,0.95,geothermal energy
35,Veettil,"Mangroves of Vietnam: Historical development, current state of research and future threats et al.",,2019,"Vietnamese mangroves are among the most productive and biologically important ecosystems of the world; providing habitat/nursing grounds for commercial and non-commercial fish species, food, medicine, building materials/fuel for local communities, as well as carbon storage (blue carbon) and coastal protection from storm events. However, Vietnam's mangroves have been lost in recent decades (similar to 38%) or degraded, predominantly driven by herbicides during the Vietnam War and later by conversion to aquaculture and coastal development, although there has been a recent slowing of this degradation as a result of restoration and protection schemes. This review article discusses the principal factors which influence mangroves in Vietnam including climate and climate change, hydrology, soil and topography, and anthropogenic factors such as aquaculture expansion, illegal logging, damming, pollution), which requires special attention. We further discuss the important role that Vietnamese mangrove forests play an in the socio-economic development of the country, even though the exploitation and protection of mangrove forests in many provinces are often uncontrolled. We discuss successful management practices including co-management models for mangrove restoration, which have been a success in Vietnam. Conservation and rehabilitation process of mangrove forests by various national and international agencies are still on-going and the success of such activities is influenced by various socio-economic, political as well as environmental factors. Further challenges in effective mangrove management arise due to climate change, which accelerates high atmospheric CO2, increased air temperature, sea level rise, storminess, ocean currents and alterations in precipitation regime. Recent developments in remote sensing applications can be utilized to improve the mapping and monitoring the changes in mangrove ecosystems in Vietnam thereby improving the effective management of mangrove forests.",no,0.95,vietnamese mangroves
36,Tirado,Addressing the challenges of climate change and biofuel production for food and nutrition security et al.,,2010,"More than one billion people are suffering hunger and malnutrition in 2009. Food security has deteriorated since 1995 and reductions in child malnutrition are proceeding too slowly to meet the Millennium Development Goal (MDG) target of halving hunger by 2015. Three major challenges threaten current and future efforts to overcome food insecurity and malnutrition: climate and global environmental change and the consequent loss of ecosystems' services, the growing use of food crops as a source of fuel and the food and financial crises. This paper reviews and analyses the current and projected effects of climate change and bioenergy on nutrition and proposes policy recommendations to address these challenges. The first section of the review lays out the public health and socio-economic consequences of malnutrition and explores causes and costs. The paper then analyses the implications of climate and global environmental change and biofuel production for food security and nutrition, addressing strategies for adaptation and mitigation. This analysis includes a number of important socio-economic factors, besides climate change and biofuel production, that are currently impacting food and nutrition security, and that will likely contribute to future effects. The paper concludes with a series of policy proposals and recommendations to adapt to and mitigate the impacts of climate and global environmental change placing human rights in the centre of decision making. These proposals include a number of options for improving sustainability and food and nutrition security while addressing the links between climate change and bioenergy demand. (c) 2010 Elsevier Ltd. All rights reserved.",no,0.9,food security strategies
37,Mousavi,Firms' capabilities for sustainable innovation: The case of biofuel for aviation et al.,,2017,"Innovation is one of the increasingly important means by which companies can contribute to sustainable development. The shift of focus in business from competitiveness alone, to the combination of sustainability and competitiveness impacts firms' capabilities for innovation. This process study aims to investigate what the organizational and managerial capabilities through which companies can innovate for sustainability are, referred to as dynamic capabilities for sustainable innovation. We address this question through a retrospective longitudinal case study of the attempts of the KLM Royal Dutch Airlines (KLM), which uses its influential position in the value chain to stimulate production and use of biofuel for aviation. The study identifies critical organizational and managerial capabilities that are forming the basis of the successful realignment of a firm's dynamic capabilities with its sustainable innovation strategies. We explain how these capabilities are built and strengthened for sustainable innovation and how these capabilities function throughout the development process of sustainable innovation. This study aims to contribute to a further theoretical and practical understanding of how capabilities are deployed by firms to create and implement sustainable innovation. (C) 2017 Elsevier Ltd. All rights reserved.",no,0.95,sustainable innovation
38,Budzianowski,Total Chain Integration of sustainable biorefinery systems et al.,,2016,"Biorefineries are increasingly important commercial facilities for the production of biofuels, biopower and various biomaterials from biomass with potentials to displace several existing industries currently based on polluting and finite fossil resources. Biorefinery systems consist of biorefinery facilities and their entire value chain. Integration of biorefinery systems aims at optimising the use of energies and materials in the total chain from biomass plantations to end product utilisation and is therefore capable of successfully improving economic viability and sustainability of biorefineries. Total Chain Integration can minimise capital and operating expenditures, maximise the quality, quantity and value of biorefinery bioproducts as well as minimise environmental impacts and maximise societal benefits. In order to efficiently perform Total Chain Integration advanced holistic software tools dedicated to biorefinery systems need to be developed.This review study systematically analyses Total Chain Integration of sustainable biorefinery systems. Existing knowledge is systematised by characterising system boundaries, principles, and integration methodologies. Further, approaches used in integration of biorefinery systems are defined and their implementation is briefly illustrated by case studies. Finally, state-of-the-art software tools for biorefinery integration are analysed and the requirements of a software tool for Total Chain Integration are provided.The review findings show that in order to develop truly economically viable and sustainable biorefinery systems tight integration is required. Essential integration approaches include integration of platforms, exchanging wastes and products with other industries, applying more efficient conversion routes, effective ways of enlarging feedstocks base, providing ecosystem and social services, and optimising biomass supply chain. Total Chain Integration requires software tools accounting for technical, economic, environmental and societal optimisation objectives within all system boundaries and the whole life cycle. The requirements of such software are proposed. Software enhanced Total Chain Integration has a potential to successfully achieve economic viability and sustainability of biorefinery systems in the business practice. (C) 2016 Elsevier Ltd. All rights reserved.",no,0.95,biorefinery integration
39,Hertel,The challenges of sustainably feeding a growing planet et al.,,2015,"Feeding the world's population while ensuring environmental sustainability is one of the world's 'grand challenges'. While population and income will remain the most important drivers of global food production, their relative importance will be reversed by 2050, with income growth becoming the dominant force. Energy prices are a wildcard, with continued low prices dampening demand for biofuels and encouraging intensification of production. In contrast, a return to high oil prices could greatly increase pressure to expand cropland. Regional water shortages are likely to constrain irrigated agriculture in many key river basins. However, at global scale, international trade will moderate the impacts of water scarcity on food supplies and prices. The key determinant of global food prices in 2050 will be the rate of overall technological progress in agriculture. Here, there are two competing views of the world. Pessimists point to the slowing rate of yield growth in many key breadbaskets, suggesting this will be exacerbated by climate change. In contrast, optimists argue that overall productivity growth has continued to rise - fueled by record public R&D investments in China, India and Brazil, as well as by the private sector. Reduced food waste and post-harvest losses offers another potential source of food supply. However, future agricultural land use is likely to face increasing competition from environmental services, including carbon sequestration and biodiversity. Understanding these competing demands for global resources will require greater inter-disciplinary research effort, supported by improved global geospatial data and analytical frameworks.",no,0.9,global food production
40,Zalesny,Ecosystem Services of Woody Crop Production Systems et al.,,2016,"Short-rotation woody crops are an integral component of regional and national energy portfolios, as well as providing essential ecosystem services such as biomass supplies, carbon sinks, clean water, and healthy soils. We review recent USDA Forest Service Research and Development efforts from the USDA Biomass Research Centers on the provisioning of these ecosystem services from woody crop production systems. For biomass, we highlight productivity and yield potential, pest susceptibility, and bioenergy siting applications. We describe carbon storage in aboveground woody biomass and studies assessing the provision of clean and plentiful water. Soil protection and wildlife habitat are also mentioned, in the context of converting lands from traditional row-crop agriculture to woody production systems.",no,0.75,woody crops
41,Sindelar,Winter oilseed production for biofuel in the US Corn Belt: opportunities and limitations et al.,,2017,"Interest from the US commercial aviation industry and commitments established by the US Navy and Air Force to use renewable fuels has spurred interest in identifying and developing crops for renewable aviation fuel. Concern regarding greenhouse gas emissions associated with land-use change and shifting land grown for food to feedstock production for fuel has encouraged the concept of intensifying current prominent cropping systems through various double cropping strategies. Camelina (Camelina sativa L.) and field pennycress (Thlaspi arvense L.) are two winter oilseed crops that could potentially be integrated into the corn (Zea mays L.)-soybean [(Glycine max (L.) Merr.] cropping system, which is the prominent cropping system in the US Corn Belt. In addition to providing a feedstock for renewable aviation fuel production, integrating these crops into corn-soybean cropping systems could also potentially provide a range of ecosystem services. Some of these include soil protection from wind and water erosion, soil organic C (SOC) sequestration, water quality improvement through nitrate reduction, and a food source for pollinators. However, integration of these crops into corn-soybean cropping systems also carries possible limitations, such as potential yield reductions of the subsequent soybean crop. This review identifies and discusses some of the key benefits and constraints of integrating camelina or field pennycress into corn-soybean cropping systems and identifies generalized areas for potential adoption in the US Corn Belt.",no,0.9,renewable aviation fuels
42,Paiva,"Enabling Technologies for Urban Smart Mobility: Recent Trends, Opportunities and Challenges et al.",,2021,"The increasing population across the globe makes it essential to link smart and sustainable city planning with the logistics of transporting people and goods, which will significantly contribute to how societies will face mobility in the coming years. The concept of smart mobility emerged with the popularity of smart cities and is aligned with the sustainable development goals defined by the United Nations. A reduction in traffic congestion and new route optimizations with reduced ecological footprint are some of the essential factors of smart mobility; however, other aspects must also be taken into account, such as the promotion of active mobility and inclusive mobility, encouraging the use of other types of environmentally friendly fuels and engagement with citizens. The Internet of Things (IoT), Artificial Intelligence (AI), Blockchain and Big Data technology will serve as the main entry points and fundamental pillars to promote the rise of new innovative solutions that will change the current paradigm for cities and their citizens. Mobility-as-a-service, traffic flow optimization, the optimization of logistics and autonomous vehicles are some of the services and applications that will encompass several changes in the coming years with the transition of existing cities into smart cities. This paper provides an extensive review of the current trends and solutions presented in the scope of smart mobility and enabling technologies that support it. An overview of how smart mobility fits into smart cities is provided by characterizing its main attributes and the key benefits of using smart mobility in a smart city ecosystem. Further, this paper highlights other various opportunities and challenges related to smart mobility. Lastly, the major services and applications that are expected to arise in the coming years within smart mobility are explored with the prospective future trends and scope.",no,0.95,smart mobility
43,Spiertz,Avenues to meet food security. The role of agronomy on solving complexity in food production and resource use et al.,,2012,"Food security has determined the history of mankind. The global population will increase to about 9 billion during the next four decades. Food and feed demands have been projected to double in the 21st century, which will further increase the pressure on the use of land, water and nutrients. Clearly, there are gaps in our knowledge regarding the global capacity for a sustainable plant-based production to meet the demands of a bio-based economy, while maintaining food security. Complexity in the demand and supply of food, feed and fuel at local, regional and global scales asks for tailor-made solutions. The rapidly growing demand for food, feed and fuel will require transitions in land and water management, improving crop productivity and resource-use efficiencies.The present review discusses achievements and short-comings in meeting food security at a global and regional scale. Next, the avenues for future research in agronomy to enhance food production are presented. Progress should be made in:- Improving yield security and closing yield gaps by plant-soil-crop management practices based on knowledge-based support systems for contrasting conditions in land use and climatic conditions.- Making cropping systems adaptive to climate change and to biotic and abiotic stresses by genetic improvement of crops and increasing agro-diversity. Carrying out integrated assessments of biophysical and socio-economic constraints and opportunities to improve the productivity and sustainability of agricultural systems.- The ultimate objective is to achieve food security, sustainability and ecosystem services at regional and global scale on a cost-effective way. (C) 2012 Elsevier B.V. All rights reserved.",no,0.9,food security
44,Garcia,Considering agricultural wastes and ecosystem services in Food-Energy-Water-Waste Nexus system design et al.,,2019,"The Food-Energy-Water-Waste Nexus (FEWWN) represents the interconnections between food, energy, water, and waste production systems, and it has become a key research area. Enormous quantities of agricultural and organic wastes are produced throughout the FEWWN. Often, these wastes are not treated appropriately because their true costs are rarely quantified, and usually externalized to the environment. This shortcoming is addressed from a systems perspective fused with approaches from ecological economics. A regional bioenergy production model where bioenergy may be produced from ethanol and/or agricultural wastes is constructed. Ecosystem service valuation methods are integrated into the framework, allowing for bioenergy production systems to be designed to minimize ecological damage and/or maximize ecological restoration. These values are captured within a Green Gross Domestic Product (Green GDP) objective that values both energy produced and ecosystem service values lost/gained. System profit is another objective in the multi-objective model. The framework is applied to a bioenergy production system for the U.S. state of New York, which aims to produce 10% more bioenergy compared to its current levels. Net changes in Green GDP ranged from -$16.5 M/y to $90.6 M/y, and corresponding profits ranged from $7.2 M/y to -$74.5 M/y. Corn grain ethanol was the dominant source of bioenergy in solutions with higher profits, while ethanol from corn stover and bioelectricity generated from animal manure biogas contributed more bioenergy in solutions with increasing Green GDP. Results show that there is a trade-off between promoting natural capital/ecological health and financial profit. FEWWN system design should consider these trade-offs moving forward. (C) 2019 Elsevier Ltd. All rights reserved.",no,0.9,bioenergy production
45,Pasimeni,"Scales, strategies and actions for effective energy planning: A review et al.",,2014,"This paper is a review of the most recent literature on the interaction between climate change, land-use and energy, based on the analysis of papers collected through the most relevant scientific literature databases. A total of 114 papers published between 2000 and 2011 were reviewed. The aims of this review are: in general (1) to identify the different research topics that have been developed related to the interaction between climate change, land-use and energy;. more specifically, (2) to analyze what are the most suitable spatial and temporal scales of investigation to focus on for actions and strategies to reduce critical issues in the field of energy and environment; (3) to identify which actions and strategies are deemed as the most appropriate to mitigate critical issues in energy and environment; and given the research gaps found in the review, (4) to propose research recommendation's in the context of effective climate-energy planning. We argue that there are certain gaps and needs for a nested environmental governance. It is necessary to understand how different environmental policies overlap and how they can be integrated in order to verify whether there are conflicting targets that may negate each other in the long term. (C) 2013 Elsevier Ltd. All rights reserved.",no,0.95,climate-energy interaction
47,Gelfand,Empirical Evidence for the Potential Climate Benefits of Decarbonizing Light Vehicle Transport in the US with Bioenergy from Purpose-Grown Biomass with and without BECCS et al.,,2020,"Climate mitigation scenarios limiting global temperature increases to 1.5 degrees C rely on decarbonizing vehicle transport with bioenergy production plus carbon capture and storage (BECCS), but climate impacts for producing different bioenergy feedstocks have not been directly compared experimentally or for ethanol vs electric light-duty vehicles. A field experiment at two Midwest U.S. sites on contrasting soils revealed that feedstock yields of seven potential bioenergy cropping systems varied substantially within sites but little between. Bioenergy produced per hectare reflected yields: miscanthus > poplar > switchgrass > native grasses approximate to maize stover (residue) > restored prairie approximate to early successional. Greenhouse gas emission intensities for ethanol vehicles ranged from 20 to -179 g CO(2)e MJ(-1): maize stover >> miscanthus approximate to switchgrass approximate to native grasses approximate to poplar > early successional >= restored prairie; direct climate benefits ranged from similar to 80% (stover) to 290% (restored prairie) reductions in CO(2)e compared to petroleum and were similar for electric vehicles. With carbon capture and storage (CCS), reductions in emission intensities ranged from 204% (stover) to 416% (restored prairie) for ethanol vehicles and from 329 to 558% for electric vehicles, declining 27 and 15%, respectively, once soil carbon equilibrates within several decades of establishment. Extrapolation based on expected U.S. transportation energy use suggests that, once CCS potential is maximized with CO2 pipeline infrastructure, negative emissions from bioenergy with CCS for light-duty electric vehicles could capture >900 Tg CO(2)e year(-1) in the U.S. In the future, as other renewable electricity sources become more important, electricity production from biomass would offset less fossil fuel electricity, and the advantage of electric over ethanol vehicles would decrease proportionately.",no,0.9,bioenergy
48,Modernel,Identification of beef production farms in the Pampas and Campos area that stand out in economic and environmental performance et al.,,2018,"Worldwide, native grasslands are being converted to non-native pastures and cropland. This process threatens local grassland biomes as well as the livelihoods of farm families that utilize these grasslands.In the Rio de la Plata grasslands region meat production and multispecies native grasslands have coexisted for more than 400 years. Low levels of meat productivity and farm income, however, trigger replacement of native grasslands by crops and leys and threaten the survival of local beef farming systems. We studied the economic and environmental performance of beef farming in the region based on interviews and field measurements on 280 case study farms with the following aims: (a) to identify the multi-functional economic and environmental performance of beef farms across the Rio de la Plata grasslands biome; (b) to identify farms with 'outstanding' multi-functional performance; (c) to compare performance levels with those found in other regions; and (d) to discuss the implications of the outstanding farms for the development of new systems of meat production. The representativeness of the case study farms was ascertained by comparing them with a farm typology constructed from survey data of 15,448 beef farms situated predominantly on native grasslands in Argentina, Brazil and Uruguay. We identified seven farm types on the basis of farm size, labour, farm specialization, land use and stocking rate.We identified positive deviant farms based on Pareto-ranking and compared these with a classification based on threshold values provided by experts. Out of the 280 farms, 41 were ranked as Pareto-optimal, i.e. out-performed other farms in one or more indicators without being outperformed in other indicators. Out of these, 5 were positive deviants, achieving on average 192 kg LW ha(-1) yr(-1) of livestock productivity and 201 US$ ha(-1) year(-1) farm income, having most favourable values for fossil energy consumption, phosphorus balance, carbon footprint and having over 95% of their land under native grassland as a proxy for biodiversity conservation value. Four of these farms belonged to farm types that together represented 55% of the population, suggesting scope for widescale improvement.Compared to the values reported for the OECD countries the beef farming systems of the Rio de la Plata grasslands region consume less energy and positive deviant farms demonstrated approximately average livestock productivity and carbon footprint. Increasing livestock productivity in the Rio de la Plata grasslands region resulted in a stronger decline of the carbon footprint without compromising the current negligible levels of fossil fuel energy use. Further elucidation of management practices that lead to positive deviant performance will require modelling of the interaction of pasture and herd dynamics at farm level and is needed to support targeted policy support for sustainable natural grassland-based beef production in the region.",no,0.95,beef farming productivity
49,Sharma,Blockchain Technology Toward Green IoT: Opportunities and Challenges et al.,,2020,"In recent decades, the dramatic increase in global industrial activity has resulted in a significant rise in the use of fossil fuel energy resources, while technological progress has increased the carbon footprint and hence global warming. The significant increase in energy consumption caused by the Internet of Things (IoT) technology has created a new challenge and diverted our focus toward creating a more eco-friendly IoT ecosystem. The green IoT is an emerging field that has attracted a great deal of attention from researchers and industries, as it provides energy efficient services and enables the production and use of renewable energy. Meanwhile, blockchain technology has become a highly adoptable technology in the IoT and is attracting considerable interest from energy supply companies, business start-ups, financial institutions, governments and researchers. This study focuses on the role of the emerging blockchain technology in the green IoT ecosystem, presents the crucial factors that need to be taken into consideration in order to build a green IoT ecosystem, and discusses how blockchain technology contributes to make the IoT ecosystem greener. It also presents the open issues and future research directions to be considered when creating a sustainable green IoT ecosystem using blockchain technology.",no,0.95,green iot and blockchain
50,El-Nashaar,Genotypic variability in mineral composition of switchgrass et al.,,2009,"Switchgrass (Panicum virgatum L.) is a warm season perennial grass with great potential as an energy crop in the USA. it is widely adapted to many regions of the country, produces large amounts of biomass, serves as a Useful forage grass, and provides ecosystem services that benefit soil and water quality and wildlife. Biological and thermochemical technologies are being developed to convert herbaceous biomass, including switchgrass, to energy. The objective of this research was to determine the effect of genotype and production environment on the concentration of minerals that affect the suitability of switchgrass for thermochemical conversion and to quantify the amount of potassium (K) and phosphorus (P) removed from the production system by harvest of the aboveground biomass, a measure of the sustainability of the practice. Straw dry biomass contained from 1.3 to 6.4 kg Mg-1 and from 6.2 to 15.8 kg Mg (1) of P and K, respectively. Variability in aluminum (Al), calcium (Ca), chloride (Cl), K. P, silicon (Si), and sulfur (S) concentrations across locations was relatively high, ranging from twofold (Al) to eightfold (Cl). Location had a strong impact on mineral concentrations among switchgrass genotypes evaluated in this study. Latitude of origin impacted the Cl and Si concentrations measured in plant tissues, but none of the other minerals analyzed in this study. Upland and lowland cytotypes explained some of the observed differences, but population x location interactions were the primary source of variability in the concentration of these minerals. Published by Elsevier Ltd.",no,0.9,mineral concentration
51,Makarieva,Energy budget of the biosphere and civilization: Rethinking environmental security of global renewable and non-renewable resources et al.,,2008,"How much and what kind of energy should the civilization consume, if one aims at preserving global stability of the environment and climate? Here we quantify and compare the major types of energy fluxes in the biosphere and civilization.It is shown that the environmental impact of the civilization consists, in terms of energy, of two major components: the power of direct energy consumption (around 15 X 1012 W, mostly fossil fuel burning) and the primary productivity power of global ecosystems that are disturbed by anthropogenic activities. This second, conventionally unaccounted, power component exceeds the first one by at least several times.It is commonly assumed that the environmental stability can be preserved if one manages to switch to clean, pollution-free energy resources, with no change in, or even increasing, the total energy consumption rate of the civilization. Such an approach ignores the fact that the environmental stability is regionally and globally controlled by the functioning of natural ecosystems on land and in the ocean. This means that the climate and environment can only remain stable if the anthropogenic pressure on natural ecosystems is diminished, which is unachievable without reducing the global rate of energy consumption. if the modem rate of anthropogenic pressure on the ecosystems is sustained, it will be impossible to mitigate the degradation of climate and environment even after changing completely to clean technologies (e.g., to the zero emissions scenario).It is shown that under the limitation of preserving environmental stability, the available renewable energy resources (river hydropower, wind power, tidal power, solar power, power of the thermohaline circulation, etc.) can in total ensure no more than one tenth of the modern energy consumption rate of the civilization, not to compromise the delivery of life-important ecosystem services by the biosphere to the humanity.With understanding still lacking globally that the anthropogenic impact on the biosphere must be strictly limited, the potential availability of the practically infinite stores of nuclear fusion energy (or any other infinite energy sources) poses an unprecedented threat to the existence of civilization and life on the planet. (C) 2008 Published by Elsevier B.V.",no,0.95,energy consumption and environmental impact
52,Zou Caineng,"Connotation, innovation and vision of carbon neutrality et al.",,2021,"Global climate change caused by geological processes is one of the main causes of the 5 global mass extinctions in geological history. Human industrialization activities have caused serious damage to the ecosystem, the greenhouse effect of atmospheric CO2 has intensified, and the living environment is facing threats and challenges. Carbon neutrality is the active action and common goal of mankind in the face of the climate change crisis, therefore, probing into its theoretical and technological connotation, scientific and technological innovation system has far-reaching significance and broad prospects. Studies indicate that (1) Carbon neutrality reflects the theoretical connotations of energy science and carbon neutrality science, including technical connotations of carbon emission reduction, zero carbon emission, negative carbon emission, and carbon trading. (2) Carbon neutrality spawns new industries such as carbon industry centering on CO2 capture, utilization, and storage (CCUS, or CO2 capture and storage CCS), and hydrogen industry centering on green hydrogen. Gray carbon and black carbon are the two application attributes of CO2. Carbon+, Carbon-, and Carbon= are three carbon-neutral products and technologies. (3) China faces three major challenges in achieving the goal of carbon neutrality: first, energy transition is large in scale and the cycle is short; Second, there are many problems in the process of energy transition, such as security uncertainties, economic utilization, and unpredictable disruptive technologies; Third, after transition, we may face new key techno-logical bottlenecks and broken chain of key mineral resources. (4) Based on current knowledge to predict the top 10 disruptive technologies and industries in the energy field: underground coal gasification, in-situ conversion process of medium and low-mature shale oil, CCUS/CCS, hydrogen energy and fuel cells, bio-photovoltaic power generation, space-based solar power generation, optical storage smart micro-grid, super energy storage, controllable nuclear fusion, wisdom energy Internet. Five strategic projects will be implemented, including energy conservation and efficiency improvement, carbon reduction and sequestration, scientific and technological innovation, emergency reserve and policy support. (5) In the future, different types of energy will have different orientations. Coal will play the role of ensuring the national energy strategy reserve and guarantee the bottom line. Petroleum will play the role of ensuring national energy security urgent need and the cornerstone of raw materials in people's livelihood. Natural gas will play the role in ensuring national energy safety and best partner of new energy. New energy will play the role in ensuring the replacement and main force of the national energy strategy. (6) Carbon neutrality is a major practice of the green industrial revolution, carbon reduction energy revolution, and ecological technology revolution, which will bring new and profound changes to human society, the environment and the economy. (7) Carbon neutrality needs to follow the four principles of disruptive breakthroughs in technology, guarantee of energy security, realization of economic feasibility, and controllable social stability.We should rely on technological innovation and management changes to ensure the realization of national energy independence and carbon neutrality goal, and make China's contribution to the construction of a livable earth, green development, and ecological civilization. (C) 2021 Sichuan Petroleum Administration. Publishing services by Elsevier B.V. on behalf of KeAi Communication Co. Ltd.",no,0.9,carbon neutrality
