Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
31,Boithias,Analysis of the uncertainty in the monetary valuation of ecosystem services - A case study at the river basin scale,,2016,"Ecosystem services provide multiple benefits to human wellbeing and are increasingly considered by policy-makers in environmental management. However, the uncertainty related with the monetary valuation of these benefits is not yet adequately defined or integrated by policy-makers. Given this background, our aim was to quantify different sources of uncertainty when performing monetary valuation of ecosystem services, in order to provide a series of guidelines to reduce them. With an example of 4 ecosystem services (i.e., water provisioning, waste treatment, erosion protection, and habitat for species) provided at the river basin scale, we quantified the uncertainty associated with the following sources: (1) the number of services considered, (2) the number of benefits considered for each service, (3) the valuation metrics (i.e. valuation methods) used to value benefits, and (4) the uncertainty of the parameters included in the valuation metrics. Results indicate that the highest uncertainty was caused by the number of services considered, as well as by the number of benefits considered for each service, whereas the parametric uncertainty was similar to the one related to the selection of valuation metric, thus suggesting that the parametric uncertainty, which is the only uncertainty type commonly considered, was less critical than the structural uncertainty, which is in turn mainly dependent on the decision-making context. Given the uncertainty associated to the valuation structure, special attention should be given to the selection of services, benefits and metrics according to a given context. (C) 2015 Elsevier B.V. All rights reserved.",no,0.95,monetary valuation uncertainty
32,Mohareb,Considerations for reducing food system energy demand while scaling up urban agriculture,,2017,"There is an increasing global interest in scaling up urban agriculture (UA) in its various forms, from private gardens to sophisticated commercial operations. Much of this interest is in the spirit of environmental protection, with reduced waste and transportation energy highlighted as some of the proposed benefits of UA; however, explicit consideration of energy and resource requirements needs to be made in order to realize these anticipated environmental benefits. A literature review is undertaken here to provide new insight into the energy implications of scaling up UA in cities in high-income countries, considering UA classification, direct/indirect energy pressures, and interactions with other components of the food-energy-water nexus. This is followed by an exploration of ways in which these cities can plan for the exploitation of waste flows for resource-efficient UA.Given that it is estimated that the food system contributes nearly 15% of total US energy demand, optimization of resource use in food production, distribution, consumption, and waste systems may have a significant energy impact. There are limited data available that quantify resource demand implications directly associated with UA systems, highlighting that the literature is not yet sufficiently robust to make universal claims on benefits. This letter explores energy demand from conventional resource inputs, various production systems, water/energy trade-offs, alternative irrigation, packaging materials, and transportation/supply chains to shed light on UA-focused research needs.By analyzing data and cases from the existing literature, we propose that gains in energy efficiency could be realized through the co-location of UA operations with waste streams (e.g. heat, CO2, greywater, wastewater, compost), potentially increasing yields and offsetting life cycle energy demands relative to conventional approaches. This begs a number of energy-focused UA research questions that explore the opportunities for integrating the variety of UA structures and technologies, so that they are better able to exploit these urban waste flows and achieve whole-system reductions in energy demand. Any planning approach to implement these must, as always, assess how context will influence the viability and value added from the promotion of UA.",no,0.9,urban agriculture
33,Pellicer-Martinez,"Grey water footprint assessment at the river basin level: Accounting method and case study in the Segura River Basin, Spain",,2016,"Measurement and monitoring of the pollution in continental waters is one of the main challenges in water resources management as pollution is the principal cause of degradation of aquatic ecosystems, leading to the subsequent reduction of ecosystem services. The grey water footprint (GWF), defined as the volume of fresh water required to assimilate the load of pollutants discharged into water, is an indicator used to measure the degree of water pollution in a homogeneous unit The GWF allows examination and contrast of the impacts of different pollutants located in different geographical areas, although it can also be used to compare the contamination impact with other types of impacts, such as the water extraction in aquifers. Although the potential and the foundations of the GWF formulation are well developed, the existing methodologies for calculating the GWF are still in an initial stage, which complicates matters when dealing with complex cases due to the newness of this indicator. This paper aims to develop a methodology that is appropriate for the comprehensive evaluation of the GWF at the river basin level.The methodology proposed considered the load of pollutants discharged in a basin, simulating the anthropised water cycle. This simulation, conducted by combining a hydrological model and a decision support system, enabled the calculation of GWF under present and future scenarios and/or the ex-ante analysis of the impact of different river basin management policies (e.g., wastewater treatment, water reuse, the joint use of surface and groundwater). Owing to all these advantages, the GWF is a highly useful indicator within the framework of integrated water resources management The GWF assessment in the Segura River Basin (South-eastern Spain) highlighted both the validity and the general applicability of the methodology. The basin under study is affected by serious pollution issues and is one of the most complex exploitation systems in Europe. Additionally, fostering of the use of natural water resources, wastewater treatment actions, water reuse, desalinisation and external transfers are performed in this basin. The results indicate that the GWF of the Segura River Basin is greater than its renewable water resources, making it markedly unsustainable in both the short- and medium-term. (C) 2015 Elsevier Ltd. All rights reserved.",no,0.95,water pollution monitoring
34,Andrady,Interactive effects of solar UV radiation and climate change on material damage,,2019,"Solar UV radiation adversely affects the properties of organic materials used in construction, such as plastics and wood. The outdoor service lifetimes of these materials are influenced by their rates of degradation under solar UV radiation as well as by other climate factors such as temperature, moisture, and atmospheric pollutants. While recovery of the stratospheric ozone layer is expected, local increases in UV radiation are still likely to occur, especially in the tropics, but also elsewhere because of climate change effects. Such increases, when taken together with an increased ambient temperature due to climate change, can significantly shorten the service lifetimes of organic building materials. Several proven technologies, including the use of UV stabilisers, surface treatments or coatings have been developed over the years to mitigate these adverse effects. While these technologies should be able to compensate for any realistic future UV radiation and climate change scenarios, they will also add significantly to the lifetime cost of material in relevant products. Shorter outdoor lifetime of the plastic components in photovoltaic (PV) modules is a serious concern in the solar energy industry. To ensure module durability over the full service-lifetime (of about similar to 20 years) of the light-harvesting PV components, better stabilisation technologies are being investigated. The present trend towards more environmentally sustainable materials in building, and environmental impact of additives such as stabilisers, need to be considered in addition to their engineering performance. This may require the phasing out of some conventional additives used in plastics as well as substituting wood or other materials in place of plastics in buildings. Depending on the relative costs of mitigation, substituting more UV-stable materials for conventional ones in outdoor products may also be a viable option with some categories of products. Neither the global cost of mitigation of the effects of climate change on materials nor the long-term sustainability of the technologies available for the purpose, have been estimated. Plastic waste and litter exposed outdoors to solar UV radiation over extended periods undergo cracking and fragmentation into small pieces (of micro-and nano-scale size). Release of these fragments into the environment, particularly in the aquatic environment, poses a potential threat to marine biota. Already several hundred of species are known to ingest these fragments that can potentially accumulate additives and pollutants from water. This is a potential threat to humans because 25% of fish marketed for human consumption have been reported to contain microplastics in their digestive systems. The focus of this assessment is on recent advances in understanding the mechanisms of UV-radiation-induced degradation in materials and in assessing emerging technologies for their stabilisation against outdoor UV-degradation. A better understanding of the mechanisms of degradation will allow for innovative stabilisation approaches to be developed. Also assessed is information on the sustainability of the available and emerging UV stabilisation technologies.",no,0.95,uv degradation and material stabilisation
35,Eslami,"Occurrence of non-steroidal anti-inflammatory drugs in Tehran source water, municipal and hospital wastewaters, and their ecotoxicological risk assessment",,2015,"Pharmaceuticals are becoming widely distributed in waters and wastewaters and pose a serious threat to public health. The present study aimed to analyze non-steroidal anti-inflammatory drugs (NSAIDs) in surface waters, drinking water, and wastewater in Tehran, Iran. Thirty-six samples were collected from surface waters, tap water, and influent and effluent of municipal and hospital wastewater treatment plants (WWTP). A solid-phase extraction (SPE) followed by liquid chromatography-tandem mass spectrometry method was used for the determination of pharmaceuticals, namely ibuprofen (IBP), naproxen (NPX), diclofenac (DIC), and indomethacin (IDM). IBP was found in most of the samples and had the highest concentration. The highest concentrations of NSAIDs were found in the municipal WWTP influents and hospital WWTP effluents. In the municipal WWTP influent samples, the concentrations of IBP, NPX, DIC, and IDM were 1.05, 0.43, 0.23, and 0.11 mu g/L, respectively. DIC was found only in one river sample. All NSAIDs were detected in tap water samples. However, their concentration was very low and the maximum values for IBP, NPX, DIC, and IDM were 47, 39, 24, and 37 ng/L, respectively, in tap water samples. Results showed that the measured pharmaceuticals were detected in all rivers with low concentrations in nanograms per liter range, except DIC which was found only in one river. Furthermore, this study showed that the aforementioned pharmaceuticals are not completely removed during their passage through WWTPs. A potential environmental risk of selected NSAIDs for the urban wastewater has been discussed. However, given their low measured concentrations, no ecotoxicological effect is suspected to occur.",no,0.95,pharmaceuticals in water
36,Xue,Critical insights for a sustainability framework to address integrated community water services: Technical metrics and approaches,,2015,"Planning for sustainable community water systems requires a comprehensive understanding and assessment of the integrated source-drinking-wastewater systems over their life-cycles. Although traditional life cycle assessment and similar tools (e.g. footprints and emergy) have been applied to elements of these water services (i.e. water resources, drinking water, stormwater or wastewater treatment alone), we argue for the importance of developing and combining the system-based tools and metrics in order to holistically evaluate the complete water service system based on the concept of integrated resource management. We analyzed the strengths and weaknesses of key system-based tools and metrics, and discuss future directions to identify more sustainable municipal water services. Such efforts may include the need for novel metrics that address system adaptability to future changes and infrastructure robustness. Caution is also necessary when coupling fundamentally different tools so to avoid misunderstanding and consequently misleading decision-making. Published by Elsevier Ltd.",no,0.95,water systems assessment
37,Brown,Priority water research questions as determined by UK practitioners and policy makers,,2010,"Several recent studies have emphasised the need for a more integrated process in which researchers, policy makers and practitioners interact to identify research priorities. This paper discusses such a process with respect to the UK water sector, detailing how questions were developed through inter-disciplinary collaboration using online questionnaires and a stakeholder workshop. The paper details the 94 key questions arising, and provides commentary on their scale and scope. Prioritisation voting divided the nine research themes into three categories: (1) extreme events (primarily flooding), valuing freshwater services, and water supply, treatment and distribution [each >150/1109 votes]; (2) freshwater pollution and integrated catchment management [100-150 votes] and; (3) freshwater biodiversity, water industry governance, understanding and managing demand and communicating water research [50-100 votes]. The biggest demand was for research to improve understanding of intervention impacts in the water environment, while a need for improved understanding of basic processes was also clearly expressed, particularly with respect to impacts of pollution and aquatic ecosystems. Questions that addressed aspects of appraisal, particularly incorporation of ecological service values into decision making, were also strongly represented. The findings revealed that sustainability has entered the lexicon of the UK water sector, but much remains to be done to embed the concept operationally, with key sustainability issues such as resilience and interaction with related key sectors, such as energy and agriculture, relatively poorly addressed. However, the exercise also revealed that a necessary condition for sustainable development, effective communication between scientists, practitioners and policy makers, already appears to be relatively well established in the UK water sector. (C) 2010 Elsevier By. All rights reserved.",no,0.95,water sector research priorities
38,Devarajan,Antibiotic resistant Pseudomonas spp. in the aquatic environment: A prevalence study under tropical and temperate climate conditions,,2017,"Microbial populations which are resistant to antibiotics are an emerging environmental concern with potentially serious implications for public health. Thus, there is a growing concern in exploring the occurrence of antibiotic resistance in the environment with no limitations to the factors that contribute to their emergence. The aquatic environment is considered to be a hot-spot for the acquisition and spread of antibiotic resistance due to pollution with emerging contaminants derived from anthropogenic activities. In this study, we report on the isolation and characterization of 141 Pseudomonas spp. from aquatic sediments receiving partially (un)treated hospital and communal effluents from three distinct geographical locations: Democratic Republic of the Congo (DRC), India (IN), and Switzerland (CH). P. putida (42%) and P. aeruginosa (39%) were the dominant Pseudomonas species. The highest frequency of antibiotic resistance against eight anti-pseudomonas agents was found among IN isolates (35-60%), followed by DRC (18-50%) and CH (12-54%). CTX-M was the most frequent beta-lactamase found in CH (47% of isolates), while VIM-1 was dominant in isolates from DRC (61%) and IN (29%). NDM-1 was found in 29% of the total IN isolates and surprisingly also in 6% of CH isolates. Chromosomally-encoded efflux mechanisms were overexpressed in P. aeruginosa isolates from all three geographic locations. In vitro conjugative transfers of antibiotic resistance plasmids occurred more frequently under tropical temperatures (30 and 37 degrees C) than under temperate conditions (10 degrees C). The presence of Extended Spectrum beta-lactamases (ESBLs) and Metallo beta-lactamases (MBLs) in the isolates from environmental samples has important implications for humans who depend on public water supply and sanitation facilities. To our knowledge, this is the first study to demonstrate a comparison between treated/untreated effluents from urban and hospital settings as a source of microbial resistance by evaluating the aquatic ecosystems sediments from tropical and temperate climate conditions. Taken together, our findings demonstrate a widespread occurrence of antibiotic resistance in aquatic ecosystems sediments receiving untreated/treated wastewater and how these contemporary sources of contamination, contribute to the spread of microbial resistance in the aquatic environment. This research presents also useful tools to evaluate sediment quality in the receiving river/reservoir systems which can be applied to similar environments. (C) 2017 Elsevier Ltd. All rights reserved.",no,0.95,antibiotic resistance in aquatic environments
39,Abulizi,"Land-Use Change and its Effects in Charchan Oasis, Xinjiang, China",,2017,"Changes in land use and land cover are known to impact ecosystem services and functions. In this study, land use characteristics were combined with global and China-specific ecosystem coefficients to quantify land-use and ecosystem service changes in Charchan Oasis. Results indicated that: (i) the total values of ecosystem services in Charchan Oasis were increased 84M$ from 1972 to 2013; (ii) the aggregated ecosystem service values for water bodies, grasslands, forest lands, and barren lands were 9890% of the total value for all land types; (iii) waste treatment, soil formation, biodiversity protection, and water supply were ecological functions with the highest service values, contributing approximately 65% of the total service values; and (iv) ecosystem service values estimated in this study were inelastic with respect to the value coefficients, therefore, the estimation results were believable. Copyright (c) 2016 John Wiley & Sons, Ltd.",no,0.95,ecosystem services quantification
40,Garcia,Considering agricultural wastes and ecosystem services in Food-Energy-Water-Waste Nexus system design,,2019,"The Food-Energy-Water-Waste Nexus (FEWWN) represents the interconnections between food, energy, water, and waste production systems, and it has become a key research area. Enormous quantities of agricultural and organic wastes are produced throughout the FEWWN. Often, these wastes are not treated appropriately because their true costs are rarely quantified, and usually externalized to the environment. This shortcoming is addressed from a systems perspective fused with approaches from ecological economics. A regional bioenergy production model where bioenergy may be produced from ethanol and/or agricultural wastes is constructed. Ecosystem service valuation methods are integrated into the framework, allowing for bioenergy production systems to be designed to minimize ecological damage and/or maximize ecological restoration. These values are captured within a Green Gross Domestic Product (Green GDP) objective that values both energy produced and ecosystem service values lost/gained. System profit is another objective in the multi-objective model. The framework is applied to a bioenergy production system for the U.S. state of New York, which aims to produce 10% more bioenergy compared to its current levels. Net changes in Green GDP ranged from -$16.5 M/y to $90.6 M/y, and corresponding profits ranged from $7.2 M/y to -$74.5 M/y. Corn grain ethanol was the dominant source of bioenergy in solutions with higher profits, while ethanol from corn stover and bioelectricity generated from animal manure biogas contributed more bioenergy in solutions with increasing Green GDP. Results show that there is a trade-off between promoting natural capital/ecological health and financial profit. FEWWN system design should consider these trade-offs moving forward. (C) 2019 Elsevier Ltd. All rights reserved.",no,0.9,bioenergy production
41,Ramaiah,Urban Green Spaces and Their Need in Cities of Rapidly Urbanizing India: A Review,,2019,"Urbanization offers several opportunities for the growth of economic, social, and technology sectors, offering benefits to society in terms of better living and healthcare facilities, as well as employment opportunities. However, some major downsides of urbanization are overcrowding and environmental degradation. In order to realize sustainable and environmentally friendly urbanization, there is an urgent need for comprehensive land use planning and of urban settlements by giving due consideration to create and sustain urban green spaces (UGS) such as parks, gardens, roadside vegetation, etc. UGS play a vital role in reducing air pollution, mitigating climate change, and providing various ecosystem services. UGS are being deteriorated substantially due to booming urbanization in developing countries such as India. This review is focused on highlighting the many challenges in creating and maintaining UGS in the Indian context. It is a compilation of available reports on problems linked with poor land use and/or planning of urban settlements. The challenges associated with the management and maintenance of UGS are described. The poor and irregular watering of many existing UGS is one of the major issues among several others requiring immediate attention to resolve the problem of deteriorating UGS in some cities of India. As the groundwater resources are rapidly depleting because of ever increasing water demand, UGS are being dispensed with poor and irregular watering resulting in their deterioration. A list of possible solutions and prospects of UGS in cities aiming to become smart cities soon are discussed in this review. Efficient wastewater treatment and a non-potable reuse system are possible solutions for better prospects of UGS, and therefore, optimism of better cities with low to null urban heat island effect.",no,0.9,urban green spaces
42,Tlili,Simultaneous detection of antibiotics and other drug residues in the dissolved and particulate phases of water by an off-line SPE combined with on-line SPE-LC-MS/MS: Method development and application,,2016,"Due to their widespread use in human and animal healthcare, antibiotics and other drug residues are ubiquitous in the aquatic environment. Given their potential impacts on ecosystem functioning and public health, the quantification of environmental drug residues has become a necessity. Various analysis techniques have been found to be suitable for reliable detection of such compounds. However, quantification can be difficult because these compounds are present at trace or ultra-trace levels. Consequently, the accuracy of environmental analyses depends on both the efficiency and the robustness of the extraction and quantification method. In this work, an off-line solid-phase extraction (SPE) combined with on-line SPE-LC-MS/MS was applied to the simultaneous extraction and quantification of 26 pharmaceutical products, including 18 antibiotics, dissolved in a water phase. Optimal conditions were determined and then applied to assess the contamination level of the targeted drug residues in water collected from four sites in Northern France: a river, the input and output of an aerated lagoon, and a wastewater treatment plant. Drug residues associated with suspended solid matter (SSM) were also quantified in this work using pressurized liquid extraction (PLE) combined with an on-line SPE-LC-MS/MS system in order to complete an assessment of the degree of total background pollution. (C) 2016 Elsevier B.V. All rights reserved.",no,0.95,pharmaceutical contamination detection
43,Hope,A state-wide survey in Oregon (USA) of trace metals and organic chemicals in municipal effluent,,2012,"Oregon's Senate Bill 737, enacted in 2007, required the state's 52 largest municipal wastewater treatment plants (WWTP) and water pollution control facilities (WPCF) to collect effluent samples in 2010 and analyze them for persistent organic pollutants. These facilities are located state-wide and represent a variety of treatment types, service population sizes, geographic areas, and flow conditions. Of the 406 chemicals ultimately analyzed, 114 were detected above the level of quantification (LOQ) in at least one sample. Few persistent pollutants were found possibly because of their diversion from effluent via sorption to sludge (solids phase) or high LOQs for certain chemicals. Several pesticides, as well as benzene and phenol degradation products, all previously unreported in effluent, were detected. Ten polychlorinated biphenyls (PCB) congeners were present at low concentrations in <= 10 samples, while polychlorinated naphthalenes and dioxins/furans were not detected at all. Twenty-one polybrominated diphenyl ether (PBDE) congeners were found, nine of which have been reported in Osprey eggs in Oregon and Washington. Methylmercury was present in 65% of samples, with average and maximum concentrations of 0.18 and 1.36 ng/L, respectively. Although they are generally assumed to be innocuous by-products of sewage treatment, additional research is needed on potential impacts to aquatic ecosystems of high loadings of coprostanol and cholesterol. These results suggest that effluent, rather than just receiving waters, should itself be analyzed for a wide range of contaminants in order to understand how upstream sources, conveyed through WWTPs and WPCFs, could be impacting aquatic ecosystems. (C) 2011 Elsevier B.V. All rights reserved.",no,0.95,wastewater treatment
44,Poitelon,Variations of bacterial 16S rDNA phylotypes prior to and after chlorination for drinking water production from two surface water treatment plants,,2010,"We examined the variations of bacterial populations in treated drinking water prior to and after the final chlorine disinfection step at two different surface water treatment plants. For this purpose, the bacterial communities present in treated water were sampled after granular activated carbon (GAC) filtration and chlorine disinfection from two drinking water treatment plants supplying the city of Paris (France). Samples were analyzed after genomic DNA extraction, polymerase chain reaction (PCR) amplification, cloning, and sequencing of a number of 16S ribosomal RNA (rRNA) genes. The 16S rDNA sequences were clustered into operational taxonomic units (OTUs) and the OTU abundance patterns were obtained for each sample. The observed differences suggest that the chlorine disinfection step markedly affects the bacterial community structure and composition present in GAC water. Members of the Alphaproteobacteria and Betaproteobacteria were found to be predominant in the GAC water samples after phylogenetic analyses of the OTUs. Following the chlorine disinfection step, numerous changes were observed, including decreased representation of Proteobacteria phylotypes. Our results indicate that the use of molecular methods to investigate changes in the abundance of certain bacterial groups following chlorine-based disinfection will aid in further understanding the bacterial ecology of drinking water treatment plants (DWTPs), particularly the disinfection step, as it constitutes the final barrier before drinking water distribution to the consumer's tap.",no,0.95,drinking water disinfection
45,Rozos,Rethinking urban areas: an example of an integrated blue-green approach,,2013,"The provision of high quality urban water services, the assets of which are often conceptualised as 'blue infrastructure', is essential for public health and quality of life in the cities. On the other hand, parks, recreation grounds, gardens, green roofs and in general 'green infrastructure', provide a range of (urban) ecosystem services (including quality of life and aesthetics) and could also be thought of as inter alia contributors to the mitigation of floods, droughts, noise, air pollution and urban heat island (UHI) effects, improvement of biodiversity, amenity values and human health. Currently, these 'blue' and 'green' assets/infrastructure are planned to operate as two separate systems despite the obvious interactions between them (for example, low runoff coefficient of green areas resulting in reduction of stormwater flows, and irrigation of green areas by potable water in increasing pressure on water supply systems). This study explores the prospects of a more integrated 'blue-green' approach - tested at the scale of a household. Specifically, UWOT (the Urban Water Optioneering Tool) was extended and used to assess the potential benefits of a scheme that employed locally treated greywater along with harvested rainwater for irrigating a green roof. The results of the simulations indicated that the blue-green approach combined the benefits of both 'green' and 'blue' technologies/services and at the same time minimised the disadvantages of each when installed separately.",no,0.9,blue-green infrastructure
46,Dewulf,Assessment of the sustainability of technology by means of a thermodynamically based life cycle analysis.,,2002,"Life cycle analysis is one of the tools in the assessment of the sustainability of technological options. It takes into account all effects on the ecosystem and the population which may endanger the possibilities of current and future generations. However, the main bottleneck in current LCA methodologies is the balancing of different effects, being all quantified on different scales. In this work, a methodology is proposed, which allows one to quantify different effects of the production, consumption and disposal of goods, and services on a single scale. The basis of the methodology is the second law of thermodynamics. All production, consumption and disposal processes affecting the ecosystem and the population, are quantified in terms of loss of exergy. The exergy content of a material is the maximum amount of energy which can be transformed into work at given environmental conditions. Next to the elaboration of the methodology, the new approach is illustrated by examples of the production of synthetic organic polymers, inorganic building insulation materials and different waste gas treatment options.",no,0.95,exergy
47,Semeraro,A constructed treatment wetland as an opportunity to enhance biodiversity and ecosystem services,,2015,"Today we have to face new challenges about decreasing water resources, wastewater treatment, limited spaces and ecological preservation. This problem must be solved in a sustainable way using innovative water management strategies that combine technology with landscape design by enhancing ecosystem services provision. An effective way of tackling this problem is to use Constructed Treatment Wetlands (CTW) as low-cost alternative to conventional secondary or tertiary wastewater treatment. The aim of this paper is to evaluate their multifunctional role in terms of biodiversity and ecosystem services' enhancement by taking into account a case study in southern Italy. For this purpose an annual monitoring of fauna and vegetation has been carried out in order to identify species of national and international interest strongly related to the new habitats availability. Results have shown the ability of CTW in providing ancillary benefits, well beyond the primary aim of water purification, such as sustaining wildlife habitats and biodiversity at local and global scales, as well as its potential role in terms of recreational and educational opportunities. (C) 2015 Elsevier B.V. All rights reserved.",no,0.95,constructed treatment wetlands
48,Chen,Source identification of antibiotic resistance genes in a peri-urban river using novel crAssphage marker genes and metagenomic signatures,,2019,"Antimicrobial resistance is a growing public health concern, and environment is regarded as an important reservoir and dissemination route for antibiotic resistance genes (ARGs). To prevent and control ARG pollution, it is essential to correctly disentangle source-sink relationship of ARGs in the environment. However, accurately apportioning sources of ARGs is still a big challenge due to the complex interaction of multiple sources and contaminants in the environment with changing dynamics. In this study, we addressed this problem and focused on identifying the potential sources of ARGs in a peri-urban river by jointly utilizing two novel microbial source tracking methods. To attain the objective, sediment/water samples were collected from the peri-urban river and four ARG-associated ecotypes including effluents of sewage treatment plants (STPs), STP influent, chicken manures and pig manures. The high-throughput profilings of ARGs and microbial taxa in the river sediments and the four ecotypes were comprehensively characterized in combination of shotgun sequencing and metagenomic assembly analysis. CrAssphage, a recently-discovered DNA bacteriophage, was employed to track the impact of human fecal pollution on ARGs in the river sediments. Further, SourceTracker, a machine-learning classification tool, was used for quantifying the contributions of potential sources to ARGs in the river sediments based on the metagenomic signatures of ARGs and microbial taxa. In total, 888 ARG subtypes belonging to 29 ARG types were detected across all samples, including mcr-1 and a range of carbapenemases types. Statistical analyses suggested different ecotypes generally had distinct profiles of both ARGs and microbial taxa, while the ARG compositions were significantly correlated with the microbial community. Source tracking with crAssphage showed the presence of ARGs in the river sediments might be largely impacted by the extent of human fecal pollution, which was also confirmed by the analyses of SourceTracker that the discharge from STPs was the largest contributor of ARGs (81.6-92.1%) and microbes (49.3-68.1%) in the river sediments. Results of the study can help us to better understand the characterization of ARGs in the peri-urban ecosystem and to design effective prevention and control strategies for reducing ARG dissemination. (C) 2019 Elsevier Ltd. All rights reserved.",no,0.9,antimicrobial resistance tracking
49,Li,"An evaluation on the intra-day dynamics, seasonal variations and removal of selected pharmaceuticals and personal care products from urban wastewater treatment plants",,2018,"Pharmaceuticals and personal care products (PPCPs) in wastewater have become an emerging issue due to their negative effects on human health and aquatic ecosystems. Two full-scale municipal and industrial wastewater treatment plants (WWTPs) along the Songhua River were chosen to evaluate the intra-day dynamics, seasonal variations and removal of 12 selected PPCPs. Our results suggested that the selected PPCPs were frequently detected in the influent and effluent. Caffeine was the predominant compound in the influent; while the selected PPCPs was dominated by TCS in the effluent, suggesting the different fates of selected PPCPs in the WWTPs. The intra-day dynamics of PPCPs in the influent were evaluated, suggesting that the 12 PPCPs can be grouped into three categories because of their different use patterns. The analysis of seasonal changes of PPCPs concentrations in the WWTPs suggested that the concentrations of some PPCPs were influenced by the chemical usage, degradation and temperature. The removal efficiency for the PPCPs were very high with the values ranged from 70.0% to 99.7% for WWTP#1, and from 62.5% to 99.4% for WWTP#2. Significant seasonal variations of PPCPs removal efficiency were observed. Base on the mass loading of PPCPs in the two WWTPs, our results suggested that WWTP#1 in the urban core received much more PPCPs in comparison to WWTP#2 in the suburban regions, suggesting that influences of the service population. (c) 2018 Elsevier B.V. All rights reserved.",no,0.95,wastewater treatment
50,Makropoulos,"Sewer-mining: A water reuse option supporting circular economy, public service provision and entrepreneurship",,2018,"Water scarcity, either due to increased urbanisation or climatic variability, has motivated societies to reduce pressure on water resources mainly by reducing water demand. However, this practice alone is not sufficient to guarantee the quality of life that high quality water services underpin, especially within a context of increased urbanisation. As such, the idea of water reuse has been gaining momentum for some time and has recently found a more general context within the idea of the Circular Economy. This paper is set within the context of an ongoing discussion between centralized and decentralized water reuse techniques and the investigation of trade-offs between efficiency and economic viability of reuse at different scales. Specifically, we argue for an intermediate scale of a water reuse option termed 'sewer mining', which could be considered a reuse scheme at the neighbourhood scale. We suggest that sewer mining (a) provides a feasible alternative reuse option when the geography of the wastewater treatment plant is problematic, (b) relies on mature treatment technologies and (c) presents an opportunity for Small Medium Enterprises (SME) to be involved in the water market, securing environmental, social and economic benefits. To support this argument, we report on a pilot sewer-mining application in Athens, Greece. The pilot, integrates two subsystems: a packaged treatment unit and an information and communications technology (ICT) infrastructure. The paper reports on the pilot's overall performance and critically evaluates the potential of the sewer-mining idea to become a significant piece of the circular economy puzzle for water. (C) 2017 Elsevier Ltd. All rights reserved.",no,0.9,water reuse
51,Mamat,"Variations of Ecosystem Service Value in Response to Land-Use Change in the Kashgar Region, Northwest China",,2018,"Increasing anthropogenic activities have significantly altered ecosystems in arid oasis regions. Estimating the impact on a wide range of ecosystem services is important for decision making and the sustainable development of these regions. This study analyzed time-series Landsat data to determine the influences of oasis land-use changes on the ecosystem services in the Kashgar region in Northwest China. The following results were found. The total value of the ecosystem services in the Kashgar region were approximately $10,845.3, $11,218.6, $10,291.7, and $10,127.3 million in 1986, 1996, 2005, and 2015, respectively. The water supply, waste treatment, biodiversity protection, and recreation and cultural services were the four ecosystem services with the highest service value, contributing 77.05% of the total ecosystem services. The combined contribution rate of food production and raw material value was only about 4.02%, relatively small. The sensitivity analysis indicated that the estimated total ecosystem service value (ESV) for this study area was relatively inelastic with respect to the value coefficients. The findings of this study will be crucial for maintaining the stability and sustainable development of the oasis region, where socio-economic development and the integrity of the natural ecosystem complement each other. Furthermore, the results provide a scientific basis for decision makers in land use management, and provide a reference for researchers in the Northwest China.",no,0.9,ecosystem services evaluation
52,Sawut,"The effects of land-use change on ecosystem service value of desert oasis: a case study in Ugan-Kuqa River Delta Oasis, China",,2013,"Sawut, M., Eziz, M. and Tiyip, T. 2013. The effects of land-use change on ecosystem service value of desert oasis: a case study in Ugan-Kuqa River Delta Oasis, China. Can. J. Soil Sci. 93: 99-108. Ecosystem service valuation has been a hot topic in ecological economic research. The objective of this study was to analyze the changes in ecosystem services in response to oasis land-use change. Landsat images of September 2000 and ALOS images of September 2008 were combined with the published ecosystem service value coefficients about the world and China ecosystem to quantify land-use and ecosystem service changes. A sensitivity analysis was employed to determine the effect of manipulating these coefficients on the estimated values. The results indicate that: (1) the total value of ecosystem services in the Ugan-Kuqa River Delta Oasis increased from 8012 million Yuan in 2000 to 8323 million Yuan in 2008, mainly caused by the increasing areas of wetland. and high-cover grassland. Forest land produced most of the ecosystem services value of the study area, about 22% of the total value; (2) the aggregated ecosystem service value of forestland, cropland, medium-cover grassland, wetland, and water body was about 85% of the total value, indicating that these land-use categories play important roles in ecosystem services of the area; (3) waste treatment and soil formation were the top two ecological functions with high service value, contributing about 37% of the total services value; and (4) results of sensitivity analysis showed that the total ecosystem services value estimated in this study area was relatively inelastic with respect to the value coefficients. Therefore, the estimation in this study area was robust in spite of uncertainties on the value coefficients. The study suggests that a reasonable land-use plan should be made with emphasis on protecting wetland and grassland for maintaining stability and sustainable development of oases.",no,0.95,land-use change
